Land-use ID
100  100 !nx, ny
   24     43      1
   24     44      1
   24     45      2
   24     46      2
   24     47      2
   24     48      2
   24     49      2
   24     50      2
   24     51      2
   24     52      2
   24     53      2
   24     54      2
   24     55      2
   24     56      2
   24     57      2
   24     58      2
   24     59      2
   24     60      2
   24     61      2
   24     62      2
   24     63      2
   24     64      2
   24     65      2
   24     66      2
   24     67      2
   24     68      2
   24     69      2
   24     70      2
   24     71      1
   24     72      1
   24     73      1
   24     74      1
   24     75      1
   24     76      1
   24     77      1
   24     78      1
   24     79      1
   24     80      1
   24     81      1
   24     82      1
   24     83      1
   24     84      1
   24     85      1
   24     86      1
   24     87      1
   24     88      1
   24     89      1
   24     90      1
   24     91      1
   24     92      1
   24     93      1
   24     94      1
   24     95      1
   24     96      1
   24     97      1
   24     98      1
   24     99      1
   24    100      1
   25      1      1
   25      2      1
   25      3      1
   25      4      1
   25      5      1
   25      6      1
   25      7      1
   25      8      1
   25      9      1
   25     10      1
   25     11      1
   25     12      1
   25     13      1
   25     14      1
   25     15      1
   25     16      1
   25     17      2
   25     18      2
   25     19      2
   25     20      2
   25     21      2
   25     22      2
   25     23      2
   25     24      2
   25     25      1
   25     26      1
   25     27      1
   25     28      1
   25     29      1
   25     30      1
   25     31      1
   25     32      1
   25     33      1
   25     34      1
   25     35      1
   25     36      1
   25     37      1
   25     38      1
   25     39      1
   25     40      1
   25     41      1
   25     42      1
   25     43      1
   25     44      1
   25     45      2
   25     46      2
   25     47      2
   25     48      2
   25     49      2
   25     50      2
   25     51      2
   25     52      2
   25     53      2
   25     54      2
   25     55      2
   25     56      2
   25     57      2
   25     58      2
   25     59      2
   25     60      2
   25     61      2
   25     62      2
   25     63      2
   25     64      2
   25     65      1
   25     66      2
   25     67      2
   25     68      1
   25     69      2
   25     70      2
   25     71      1
   25     72      1
   25     73      1
   25     74      1
   25     75      1
   25     76      1
   25     77      1
   25     78      1
   25     79      1
   25     80      1
   25     81      1
   25     82      1
   25     83      1
   25     84      1
   25     85      1
   25     86      1
   25     87      1
   25     88      1
   25     89      1
   25     90      1
   25     91      1
   25     92      1
   25     93      1
   25     94      1
   25     95      1
   25     96      1
   25     97      1
   25     98      1
   25     99      1
   25    100      1
   26      1      1
   26      2      1
   26      3      1
   26      4      1
   26      5      1
   26      6      1
   26      7      1
   26      8      1
   26      9      1
   26     10      1
   26     11      1
   26     12      1
   26     13      1
   26     14      1
   26     15      1
   26     16      1
   26     17      1
   26     18      2
   26     19      2
   26     20      2
   26     21      2
   26     22      2
   26     23      2
   26     24      2
   26     25      1
   26     26      1
   26     27      1
   26     28      1
   26     29      1
   26     30      1
   26     31      1
   26     32      1
   26     33      1
   26     34      1
   26     35      1
   26     36      1
   26     37      1
   26     38      1
   26     39      1
   26     40      1
   26     41      1
   26     42      1
   26     43      1
   26     44      1
   26     45      2
   26     46      2
   26     47      2
   26     48      2
   26     49      2
   26     50      2
   26     51      2
   26     52      2
   26     53      2
   26     54      2
   26     55      2
   26     56      2
   26     57      2
   26     58      2
   26     59      2
   26     60      2
   26     61      2
   26     62      2
   26     63      2
   26     64      2
   26     65      1
   26     66      1
   26     67      1
   26     68      2
   26     69      2
   26     70      2
   26     71      2
   26     72      1
   26     73      1
   26     74      1
   26     75      1
   26     76      1
   26     77      1
   26     78      1
   26     79      1
   26     80      1
   26     81      1
   26     82      1
   26     83      1
   26     84      1
   26     85      1
   26     86      1
   26     87      1
   26     88      1
   26     89      1
   26     90      1
   26     91      1
   26     92      1
   26     93      1
   26     94      1
   26     95      1
   26     96      1
   26     97      1
   26     98      1
   26     99      1
   26    100      1
   27      1      1
   27      2      1
   27      3      1
   27      4      1
   27      5      1
   27      6      1
   27      7      1
   27      8      1
   27      9      1
   27     10      1
   27     11      1
   27     12      1
   27     13      1
   27     14      1
   27     15      1
   27     16      1
   27     17      1
   27     18      1
   27     19      2
   27     20      2
   27     21      2
   27     22      2
   27     23      2
   27     24      2
   27     25      1
   27     26      1
   27     27      1
   27     28      1
   27     29      1
   27     30      1
   27     31      1
   27     32      1
   27     33      1
   27     34      1
   27     35      1
   27     36      1
   27     37      1
   27     38      1
   27     39      1
   27     40      1
   27     41      1
   27     42      1
   27     43      1
   27     44      2
   27     45      2
   27     46      2
   27     47      2
   27     48      2
   27     49      2
   27     50      2
   27     51      2
   27     52      2
   27     53      2
   27     54      2
   27     55      2
   27     56      2
   27     57      2
   27     58      2
   27     59      2
   27     60      2
   27     61      2
   27     62      2
   27     63      2
   27     64      2
   27     65      2
   27     66      2
   27     67      2
   27     68      2
   27     69      2
   27     70      2
   27     71      2
   27     72      1
   27     73      1
   27     74      1
   27     75      1
   27     76      1
   27     77      1
   27     78      1
   27     79      1
   27     80      1
   27     81      1
   27     82      1
   27     83      1
   27     84      1
   27     85      1
   27     86      1
   27     87      1
   27     88      1
   27     89      1
   27     90      1
   27     91      1
   27     92      1
   27     93      1
   27     94      1
   27     95      1
   27     96      1
   27     97      1
   27     98      1
   27     99      1
   27    100      1
   28      1      1
   28      2      1
   28      3      1
   28      4      1
   28      5      1
   28      6      1
   28      7      1
   28      8      1
   28      9      1
   28     10      1
   28     11      1
   28     12      1
   28     13      1
   28     14      1
   28     15      1
   28     16      1
   28     17      1
   28     18      1
   28     19      1
   28     20      1
   28     21      2
   28     22      2
   28     23      2
   28     24      2
   28     25      1
   28     26      1
   28     27      1
   28     28      1
   28     29      1
   28     30      1
   28     31      1
   28     32      1
   28     33      1
   28     34      1
   28     35      1
   28     36      1
   28     37      1
   28     38      1
   28     39      1
   28     40      1
   28     41      1
   28     42      1
   28     43      2
   28     44      2
   28     45      2
   28     46      2
   28     47      2
   28     48      2
   28     49      2
   28     50      2
   28     51      2
   28     52      2
   28     53      2
   28     54      2
   28     55      2
   28     56      2
   28     57      2
   28     58      2
   28     59      2
   28     60      2
   28     61      2
   28     62      2
   28     63      2
   28     64      2
   28     65      2
   28     66      2
   28     67      2
   28     68      2
   28     69      2
   28     70      2
   28     71      2
   28     72      2
   28     73      1
   28     74      1
   28     75      1
   28     76      1
   28     77      1
   28     78      1
   28     79      1
   28     80      1
   28     81      1
   28     82      1
   28     83      1
   28     84      1
   28     85      1
   28     86      1
   28     87      1
   28     88      1
   28     89      1
   28     90      1
   28     91      1
   28     92      1
   28     93      1
   28     94      1
   28     95      1
   28     96      1
   28     97      1
   28     98      1
   28     99      1
   28    100      1
   29      1      1
   29      2      1
   29      3      1
   29      4      1
   29      5      1
   29      6      1
   29      7      1
   29      8      1
   29      9      1
   29     10      1
   29     11      1
   29     12      1
   29     13      1
   29     14      1
   29     15      1
   29     16      1
   29     17      1
   29     18      1
   29     19      1
   29     20      1
   29     21      2
   29     22      2
   29     23      2
   29     24      2
   29     25      1
   29     26      1
   29     27      1
   29     28      1
   29     29      1
   29     30      1
   29     31      1
   29     32      1
   29     33      1
   29     34      1
   29     35      1
   29     36      1
   29     37      1
   29     38      1
   29     39      1
   29     40      1
   29     41      1
   29     42      2
   29     43      2
   29     44      2
   29     45      2
   29     46      2
   29     47      2
   29     48      2
   29     49      2
   29     50      2
   29     51      2
   29     52      2
   29     53      2
   29     54      2
   29     55      2
   29     56      2
   29     57      2
   29     58      2
   29     59      2
   29     60      2
   29     61      2
   29     62      2
   29     63      2
   29     64      2
   29     65      2
   29     66      2
   29     67      2
   29     68      2
   29     69      2
   29     70      2
   29     71      2
   29     72      2
   29     73      1
   29     74      2
   29     75      2
   29     76      1
   29     77      1
   29     78      1
   29     79      1
   29     80      1
   29     81      1
   29     82      1
   29     83      1
   29     84      1
   29     85      1
   29     86      1
   29     87      1
   29     88      1
   29     89      1
   29     90      1
   29     91      1
   29     92      1
   29     93      1
   29     94      1
   29     95      1
   29     96      1
   29     97      1
   29     98      1
   29     99      1
   29    100      1
   30      1      1
   30      2      1
   30      3      1
   30      4      1
   30      5      1
   30      6      1
   30      7      1
   30      8      1
   30      9      1
   30     10      1
   30     11      1
   30     12      1
   30     13      1
   30     14      1
   30     15      1
   30     16      1
   30     17      1
   30     18      1
   30     19      1
   30     20      1
   30     21      2
   30     22      2
   30     23      2
   30     24      2
   30     25      1
   30     26      1
   30     27      1
   30     28      1
   30     29      1
   30     30      1
   30     31      1
   30     32      1
   30     33      1
   30     34      1
   30     35      1
   30     36      1
   30     37      1
   30     38      1
   30     39      1
   30     40      1
   30     41      1
   30     42      2
   30     43      2
   30     44      2
   30     45      2
   30     46      2
   30     47      2
   30     48      2
   30     49      2
   30     50      2
   30     51      2
   30     52      2
   30     53      2
   30     54      2
   30     55      2
   30     56      2
   30     57      2
   30     58      2
   30     59      2
   30     60      2
   30     61      2
   30     62      2
   30     63      2
   30     64      2
   30     65      2
   30     66      2
   30     67      2
   30     68      2
   30     69      2
   30     70      2
   30     71      2
   30     72      2
   30     73      2
   30     74      2
   30     75      2
   30     76      2
   30     77      2
   30     78      1
   30     79      1
   30     80      1
   30     81      1
   30     82      1
   30     83      1
   30     84      1
   30     85      1
   30     86      1
   30     87      1
   30     88      1
   30     89      1
   30     90      1
   30     91      1
   30     92      1
   30     93      1
   30     94      1
   30     95      1
   30     96      1
   30     97      1
   30     98      1
   30     99      1
   30    100      1
   31      1      1
   31      2      1
   31      3      1
   31      4      1
   31      5      1
   31      6      1
   31      7      1
   31      8      1
   31      9      1
   31     10      1
   31     11      1
   31     12      1
   31     13      1
   31     14      1
   31     15      1
   31     16      1
   31     17      1
   31     18      1
   31     19      1
   31     20      1
   31     21      2
   31     22      2
   31     23      2
   31     24      2
   31     25      2
   31     26      1
   31     27      1
   31     28      1
   31     29      1
   31     30      1
   31     31      1
   31     32      1
   31     33      1
   31     34      1
   31     35      1
   31     36      1
   31     37      1
   31     38      1
   31     39      1
   31     40      1
   31     41      2
   31     42      2
   31     43      2
   31     44      2
   31     45      2
   31     46      2
   31     47      2
   31     48      2
   31     49      2
   31     50      2
   31     51      2
   31     52      2
   31     53      2
   31     54      2
   31     55      2
   31     56      2
   31     57      2
   31     58      2
   31     59      2
   31     60      2
   31     61      2
   31     62      2
   31     63      2
   31     64      2
   31     65      2
   31     66      2
   31     67      2
   31     68      2
   31     69      2
   31     70      2
   31     71      2
   31     72      2
   31     73      2
   31     74      2
   31     75      2
   31     76      2
   31     77      2
   31     78      2
   31     79      1
   31     80      1
   31     81      1
   31     82      1
   31     83      1
   31     84      1
   31     85      1
   31     86      1
   31     87      1
   31     88      1
   31     89      1
   31     90      1
   31     91      1
   31     92      1
   31     93      1
   31     94      1
   31     95      1
   31     96      1
   31     97      1
   31     98      1
   31     99      1
   31    100      1
   32      1      1
   32      2      1
   32      3      1
   32      4      1
   32      5      1
   32      6      1
   32      7      1
   32      8      1
   32      9      1
   32     10      1
   32     11      1
   32     12      1
   32     13      1
   32     14      1
   32     15      1
   32     16      1
   32     17      1
   32     18      1
   32     19      1
   32     20      2
   32     21      2
   32     22      2
   32     23      2
   32     24      2
   32     25      2
   32     26      1
   32     27      1
   32     28      1
   32     29      1
   32     30      1
   32     31      1
   32     32      1
   32     33      1
   32     34      1
   32     35      1
   32     36      1
   32     37      1
   32     38      1
   32     39      1
   32     40      2
   32     41      2
   32     42      2
   32     43      2
   32     44      2
   32     45      2
   32     46      2
   32     47      2
   32     48      2
   32     49      2
   32     50      2
   32     51      2
   32     52      2
   32     53      2
   32     54      2
   32     55      2
   32     56      2
   32     57      2
   32     58      2
   32     59      2
   32     60      2
   32     61      2
   32     62      2
   32     63      2
   32     64      2
   32     65      2
   32     66      2
   32     67      2
   32     68      2
   32     69      2
   32     70      2
   32     71      2
   32     72      2
   32     73      2
   32     74      2
   32     75      2
   32     76      2
   32     77      2
   32     78      2
   32     79      2
   32     80      2
   32     81      1
   32     82      1
   32     83      1
   32     84      1
   32     85      1
   32     86      1
   32     87      1
   32     88      1
   32     89      1
   32     90      1
   32     91      1
   32     92      1
   32     93      1
   32     94      1
   32     95      1
   32     96      1
   32     97      1
   32     98      1
   32     99      1
   32    100      1
   33      1      1
   33      2      1
   33      3      1
   33      4      1
   33      5      1
   33      6      1
   33      7      1
   33      8      1
   33      9      1
   33     10      1
   33     11      1
   33     12      1
   33     13      1
   33     14      1
   33     15      1
   33     16      1
   33     17      1
   33     18      1
   33     19      1
   33     20      1
   33     21      2
   33     22      2
   33     23      2
   33     24      2
   33     25      2
   33     26      1
   33     27      1
   33     28      1
   33     29      1
   33     30      1
   33     31      1
   33     32      1
   33     33      1
   33     34      1
   33     35      1
   33     36      1
   33     37      1
   33     38      1
   33     39      2
   33     40      2
   33     41      2
   33     42      2
   33     43      2
   33     44      2
   33     45      2
   33     46      2
   33     47      2
   33     48      2
   33     49      2
   33     50      2
   33     51      2
   33     52      2
   33     53      2
   33     54      2
   33     55      2
   33     56      2
   33     57      2
   33     58      2
   33     59      2
   33     60      2
   33     61      2
   33     62      2
   33     63      2
   33     64      2
   33     65      2
   33     66      2
   33     67      2
   33     68      2
   33     69      2
   33     70      2
   33     71      2
   33     72      2
   33     73      2
   33     74      2
   33     75      2
   33     76      2
   33     77      2
   33     78      2
   33     79      2
   33     80      2
   33     81      1
   33     82      1
   33     83      1
   33     84      1
   33     85      1
   33     86      1
   33     87      1
   33     88      1
   33     89      1
   33     90      1
   33     91      1
   33     92      1
   33     93      1
   33     94      1
   33     95      1
   33     96      1
   33     97      1
   33     98      1
   33     99      1
   33    100      1
   34      1      1
   34      2      1
   34      3      1
   34      4      1
   34      5      1
   34      6      1
   34      7      1
   34      8      1
   34      9      1
   34     10      1
   34     11      1
   34     12      1
   34     13      1
   34     14      1
   34     15      1
   34     16      1
   34     17      1
   34     18      1
   34     19      1
   34     20      1
   34     21      2
   34     22      2
   34     23      2
   34     24      2
   34     25      2
   34     26      1
   34     27      1
   34     28      1
   34     29      1
   34     30      1
   34     31      1
   34     32      1
   34     33      1
   34     34      1
   34     35      1
   34     36      1
   34     37      1
   34     38      1
   34     39      2
   34     40      2
   34     41      2
   34     42      2
   34     43      2
   34     44      2
   34     45      2
   34     46      2
   34     47      2
   34     48      2
   34     49      2
   34     50      2
   34     51      2
   34     52      2
   34     53      2
   34     54      2
   34     55      2
   34     56      2
   34     57      2
   34     58      2
   34     59      2
   34     60      2
   34     61      2
   34     62      2
   34     63      2
   34     64      2
   34     65      2
   34     66      2
   34     67      2
   34     68      2
   34     69      2
   34     70      2
   34     71      2
   34     72      2
   34     73      2
   34     74      2
   34     75      2
   34     76      2
   34     77      2
   34     78      2
   34     79      2
   34     80      2
   34     81      1
   34     82      1
   34     83      1
   34     84      1
   34     85      1
   34     86      1
   34     87      1
   34     88      1
   34     89      1
   34     90      1
   34     91      1
   34     92      1
   34     93      1
   34     94      1
   34     95      1
   34     96      1
   34     97      1
   34     98      1
   34     99      1
   34    100      1
   35      1      1
   35      2      1
   35      3      1
   35      4      1
   35      5      1
   35      6      1
   35      7      1
   35      8      1
   35      9      1
   35     10      1
   35     11      1
   35     12      1
   35     13      1
   35     14      1
   35     15      1
   35     16      1
   35     17      1
   35     18      1
   35     19      1
   35     20      1
   35     21      1
   35     22      2
   35     23      2
   35     24      2
   35     25      2
   35     26      1
   35     27      1
   35     28      1
   35     29      1
   35     30      1
   35     31      1
   35     32      1
   35     33      1
   35     34      1
   35     35      1
   35     36      1
   35     37      1
   35     38      2
   35     39      2
   35     40      2
   35     41      2
   35     42      2
   35     43      2
   35     44      2
   35     45      2
   35     46      2
   35     47      2
   35     48      2
   35     49      2
   35     50      2
   35     51      2
   35     52      2
   35     53      2
   35     54      2
   35     55      2
   35     56      2
   35     57      2
   35     58      2
   35     59      2
   35     60      2
   35     61      2
   35     62      2
   35     63      2
   35     64      2
   35     65      2
   35     66      2
   35     67      2
   35     68      2
   35     69      2
   35     70      2
   35     71      2
   35     72      2
   35     73      2
   35     74      2
   35     75      2
   35     76      2
   35     77      2
   35     78      2
   35     79      2
   35     80      2
   35     81      1
   35     82      1
   35     83      1
   35     84      1
   35     85      1
   35     86      1
   35     87      1
   35     88      1
   35     89      1
   35     90      1
   35     91      1
   35     92      1
   35     93      1
   35     94      1
   35     95      1
   35     96      1
   35     97      1
   35     98      1
   35     99      1
   35    100      1
   36      1      1
   36      2      1
   36      3      1
   36      4      1
   36      5      1
   36      6      1
   36      7      1
   36      8      1
   36      9      1
   36     10      1
   36     11      1
   36     12      1
   36     13      1
   36     14      1
   36     15      1
   36     16      1
   36     17      1
   36     18      1
   36     19      1
   36     20      1
   36     21      1
   36     22      2
   36     23      2
   36     24      2
   36     25      2
   36     26      1
   36     27      1
   36     28      1
   36     29      1
   36     30      1
   36     31      1
   36     32      1
   36     33      1
   36     34      1
   36     35      1
   36     36      1
   36     37      1
   36     38      2
   36     39      2
   36     40      2
   36     41      2
   36     42      2
   36     43      2
   36     44      2
   36     45      2
   36     46      2
   36     47      2
   36     48      2
   36     49      2
   36     50      2
   36     51      2
   36     52      2
   36     53      2
   36     54      2
   36     55      2
   36     56      2
   36     57      2
   36     58      2
   36     59      2
   36     60      2
   36     61      2
   36     62      2
   36     63      2
   36     64      2
   36     65      2
   36     66      2
   36     67      2
   36     68      2
   36     69      2
   36     70      2
   36     71      2
   36     72      2
   36     73      2
   36     74      2
   36     75      2
   36     76      2
   36     77      2
   36     78      2
   36     79      2
   36     80      1
   36     81      1
   36     82      1
   36     83      1
   36     84      1
   36     85      1
   36     86      1
   36     87      1
   36     88      1
   36     89      1
   36     90      1
   36     91      1
   36     92      1
   36     93      1
   36     94      1
   36     95      1
   36     96      1
   36     97      1
   36     98      1
   36     99      1
   36    100      1
   37      1      1
   37      2      1
   37      3      1
   37      4      1
   37      5      1
   37      6      1
   37      7      1
   37      8      1
   37      9      1
   37     10      1
   37     11      1
   37     12      1
   37     13      1
   37     14      1
   37     15      1
   37     16      1
   37     17      1
   37     18      1
   37     19      1
   37     20      1
   37     21      1
   37     22      1
   37     23      2
   37     24      2
   37     25      2
   37     26      1
   37     27      1
   37     28      1
   37     29      1
   37     30      1
   37     31      1
   37     32      1
   37     33      1
   37     34      1
   37     35      1
   37     36      1
   37     37      2
   37     38      2
   37     39      2
   37     40      2
   37     41      2
   37     42      2
   37     43      2
   37     44      2
   37     45      2
   37     46      2
   37     47      2
   37     48      2
   37     49      2
   37     50      2
   37     51      2
   37     52      2
   37     53      2
   37     54      2
   37     55      2
   37     56      2
   37     57      2
   37     58      2
   37     59      2
   37     60      2
   37     61      2
   37     62      2
   37     63      2
   37     64      2
   37     65      2
   37     66      2
   37     67      2
   37     68      2
   37     69      2
   37     70      2
   37     71      2
   37     72      2
   37     73      2
   37     74      2
   37     75      2
   37     76      2
   37     77      2
   37     78      2
   37     79      2
   37     80      1
   37     81      1
   37     82      1
   37     83      1
   37     84      1
   37     85      1
   37     86      1
   37     87      1
   37     88      1
   37     89      1
   37     90      1
   37     91      1
   37     92      1
   37     93      1
   37     94      1
   37     95      1
   37     96      1
   37     97      1
   37     98      1
   37     99      1
   37    100      1
   38      1      1
   38      2      1
   38      3      1
   38      4      1
   38      5      1
   38      6      1
   38      7      1
   38      8      1
   38      9      1
   38     10      1
   38     11      1
   38     12      1
   38     13      1
   38     14      1
   38     15      1
   38     16      1
   38     17      1
   38     18      1
   38     19      1
   38     20      1
   38     21      1
   38     22      1
   38     23      2
   38     24      2
   38     25      2
   38     26      2
   38     27      2
   38     28      1
   38     29      1
   38     30      1
   38     31      1
   38     32      1
   38     33      1
   38     34      1
   38     35      1
   38     36      2
   38     37      2
   38     38      2
   38     39      2
   38     40      2
   38     41      2
   38     42      2
   38     43      2
   38     44      2
   38     45      2
   38     46      2
   38     47      2
   38     48      2
   38     49      2
   38     50      2
   38     51      2
   38     52      2
   38     53      2
   38     54      2
   38     55      2
   38     56      2
   38     57      2
   38     58      2
   38     59      2
   38     60      2
   38     61      2
   38     62      2
   38     63      2
   38     64      2
   38     65      2
   38     66      2
   38     67      2
   38     68      2
   38     69      2
   38     70      2
   38     71      2
   38     72      2
   38     73      2
   38     74      2
   38     75      2
   38     76      2
   38     77      2
   38     78      2
   38     79      1
   38     80      1
   38     81      1
   38     82      1
   38     83      1
   38     84      1
   38     85      1
   38     86      1
   38     87      1
   38     88      1
   38     89      1
   38     90      1
   38     91      1
   38     92      1
   38     93      1
   38     94      1
   38     95      1
   38     96      1
   38     97      1
   38     98      1
   38     99      1
   38    100      1
   39      1      1
   39      2      1
   39      3      1
   39      4      1
   39      5      1
   39      6      1
   39      7      1
   39      8      1
   39      9      1
   39     10      1
   39     11      1
   39     12      1
   39     13      1
   39     14      1
   39     15      1
   39     16      1
   39     17      1
   39     18      1
   39     19      1
   39     20      1
   39     21      1
   39     22      1
   39     23      2
   39     24      2
   39     25      2
   39     26      2
   39     27      2
   39     28      2
   39     29      1
   39     30      1
   39     31      1
   39     32      1
   39     33      1
   39     34      1
   39     35      2
   39     36      2
   39     37      2
   39     38      2
   39     39      2
   39     40      2
   39     41      2
   39     42      2
   39     43      2
   39     44      2
   39     45      2
   39     46      2
   39     47      2
   39     48      2
   39     49      2
   39     50      2
   39     51      2
   39     52      2
   39     53      2
   39     54      2
   39     55      2
   39     56      2
   39     57      2
   39     58      2
   39     59      2
   39     60      2
   39     61      2
   39     62      2
   39     63      2
   39     64      2
   39     65      2
   39     66      2
   39     67      2
   39     68      2
   39     69      2
   39     70      2
   39     71      2
   39     72      2
   39     73      2
   39     74      2
   39     75      2
   39     76      2
   39     77      2
   39     78      2
   39     79      1
   39     80      1
   39     81      1
   39     82      1
   39     83      1
   39     84      1
   39     85      1
   39     86      1
   39     87      1
   39     88      1
   39     89      1
   39     90      1
   39     91      1
   39     92      1
   39     93      1
   39     94      1
   39     95      1
   39     96      1
   39     97      1
   39     98      1
   39     99      1
   39    100      1
   40      1      1
   40      2      1
   40      3      1
   40      4      1
   40      5      1
   40      6      1
   40      7      1
   40      8      1
   40      9      1
   40     10      1
   40     11      1
   40     12      1
   40     13      1
   40     14      1
   40     15      1
   40     16      1
   40     17      1
   40     18      1
   40     19      1
   40     20      1
   40     21      1
   40     22      1
   40     23      2
   40     24      2
   40     25      2
   40     26      2
   40     27      2
   40     28      2
   40     29      2
   40     30      1
   40     31      1
   40     32      1
   40     33      2
   40     34      2
   40     35      2
   40     36      2
   40     37      2
   40     38      2
   40     39      2
   40     40      2
   40     41      2
   40     42      2
   40     43      2
   40     44      2
   40     45      2
   40     46      2
   40     47      2
   40     48      2
   40     49      2
   40     50      2
   40     51      2
   40     52      2
   40     53      2
   40     54      2
   40     55      2
   40     56      2
   40     57      2
   40     58      2
   40     59      2
   40     60      2
   40     61      2
   40     62      2
   40     63      2
   40     64      2
   40     65      2
   40     66      2
   40     67      2
   40     68      2
   40     69      2
   40     70      2
   40     71      2
   40     72      2
   40     73      2
   40     74      2
   40     75      2
   40     76      2
   40     77      2
   40     78      2
   40     79      1
   40     80      1
   40     81      1
   40     82      1
   40     83      1
   40     84      1
   40     85      1
   40     86      1
   40     87      1
   40     88      1
   40     89      1
   40     90      1
   40     91      1
   40     92      1
   40     93      1
   40     94      1
   40     95      1
   40     96      1
   40     97      1
   40     98      1
   40     99      1
   40    100      1
   41      1      1
   41      2      1
   41      3      1
   41      4      1
   41      5      1
   41      6      1
   41      7      1
   41      8      1
   41      9      1
   41     10      1
   41     11      1
   41     12      1
   41     13      1
   41     14      1
   41     15      1
   41     16      1
   41     17      1
   41     18      1
   41     19      1
   41     20      1
   41     21      1
   41     22      1
   41     23      2
   41     24      2
   41     25      2
   41     26      2
   41     27      2
   41     28      2
   41     29      2
   41     30      2
   41     31      2
   41     32      2
   41     33      2
   41     34      2
   41     35      2
   41     36      2
   41     37      2
   41     38      2
   41     39      2
   41     40      2
   41     41      2
   41     42      2
   41     43      2
   41     44      2
   41     45      2
   41     46      2
   41     47      2
   41     48      2
   41     49      2
   41     50      2
   41     51      2
   41     52      2
   41     53      2
   41     54      2
   41     55      2
   41     56      2
   41     57      2
   41     58      2
   41     59      2
   41     60      2
   41     61      2
   41     62      2
   41     63      2
   41     64      2
   41     65      2
   41     66      2
   41     67      2
   41     68      2
   41     69      2
   41     70      2
   41     71      2
   41     72      2
   41     73      2
   41     74      2
   41     75      2
   41     76      2
   41     77      2
   41     78      2
   41     79      2
   41     80      1
   41     81      1
   41     82      1
   41     83      1
   41     84      1
   41     85      1
   41     86      1
   41     87      1
   41     88      1
   41     89      1
   41     90      1
   41     91      1
   41     92      1
   41     93      1
   41     94      1
   41     95      1
   41     96      1
   41     97      1
   41     98      1
   41     99      1
   41    100      1
   42      1      1
   42      2      1
   42      3      1
   42      4      1
   42      5      1
   42      6      1
   42      7      1
   42      8      1
   42      9      1
   42     10      1
   42     11      1
   42     12      1
   42     13      1
   42     14      1
   42     15      1
   42     16      1
   42     17      1
   42     18      1
   42     19      1
   42     20      1
   42     21      1
   42     22      1
   42     23      1
   42     24      2
   42     25      2
   42     26      2
   42     27      2
   42     28      2
   42     29      2
   42     30      2
   42     31      2
   42     32      2
   42     33      2
   42     34      2
   42     35      2
   42     36      2
   42     37      2
   42     38      2
   42     39      2
   42     40      2
   42     41      2
   42     42      2
   42     43      2
   42     44      2
   42     45      2
   42     46      2
   42     47      2
   42     48      2
   42     49      2
   42     50      2
   42     51      2
   42     52      2
   42     53      2
   42     54      2
   42     55      2
   42     56      2
   42     57      2
   42     58      2
   42     59      2
   42     60      2
   42     61      2
   42     62      2
   42     63      2
   42     64      2
   42     65      2
   42     66      2
   42     67      2
   42     68      2
   42     69      2
   42     70      2
   42     71      2
   42     72      2
   42     73      2
   42     74      2
   42     75      2
   42     76      2
   42     77      2
   42     78      2
   42     79      2
   42     80      2
   42     81      1
   42     82      1
   42     83      1
   42     84      1
   42     85      1
   42     86      1
   42     87      1
   42     88      1
   42     89      1
   42     90      1
   42     91      1
   42     92      1
   42     93      1
   42     94      1
   42     95      1
   42     96      1
   42     97      1
   42     98      1
   42     99      1
   42    100      1
   43      1      1
   43      2      1
   43      3      1
   43      4      1
   43      5      1
   43      6      1
   43      7      1
   43      8      1
   43      9      1
   43     10      1
   43     11      1
   43     12      1
   43     13      1
   43     14      1
   43     15      1
   43     16      1
   43     17      1
   43     18      1
   43     19      1
   43     20      1
   43     21      1
   43     22      1
   43     23      1
   43     24      1
   43     25      2
   43     26      2
   43     27      2
   43     28      2
   43     29      2
   43     30      2
   43     31      2
   43     32      2
   43     33      2
   43     34      2
   43     35      2
   43     36      2
   43     37      2
   43     38      2
   43     39      2
   43     40      2
   43     41      2
   43     42      2
   43     43      2
   43     44      2
   43     45      2
   43     46      2
   43     47      2
   43     48      2
   43     49      2
   43     50      2
   43     51      2
   43     52      2
   43     53      2
   43     54      2
   43     55      2
   43     56      2
   43     57      2
   43     58      2
   43     59      2
   43     60      2
   43     61      2
   43     62      2
   43     63      2
   43     64      2
   43     65      2
   43     66      2
   43     67      2
   43     68      2
   43     69      2
   43     70      2
   43     71      2
   43     72      2
   43     73      2
   43     74      2
   43     75      2
   43     76      2
   43     77      2
   43     78      2
   43     79      2
   43     80      2
   43     81      2
   43     82      1
   43     83      1
   43     84      1
   43     85      1
   43     86      1
   43     87      1
   43     88      1
   43     89      1
   43     90      1
   43     91      1
   43     92      1
   43     93      1
   43     94      1
   43     95      1
   43     96      1
   43     97      1
   43     98      1
   43     99      1
   43    100      1
   44      1      1
   44      2      1
   44      3      1
   44      4      1
   44      5      1
   44      6      1
   44      7      1
   44      8      1
   44      9      1
   44     10      1
   44     11      1
   44     12      1
   44     13      1
   44     14      1
   44     15      1
   44     16      1
   44     17      1
   44     18      1
   44     19      1
   44     20      1
   44     21      1
   44     22      1
   44     23      1
   44     24      1
   44     25      2
   44     26      2
   44     27      2
   44     28      2
   44     29      2
   44     30      2
   44     31      2
   44     32      2
   44     33      2
   44     34      2
   44     35      2
   44     36      2
   44     37      2
   44     38      2
   44     39      2
